"Points:0","Points:1","Points:2","U:0","U:1","U:2","p"
0.85,-0.07,0,10.658,0.011588,-3.1634e-05,0.59782
0.85833,-0.07,0,10.661,0.011833,-3.1635e-05,0.56446
0.875,-0.07,0,10.668,0.012249,-3.1668e-05,0.49827
0.88333,-0.07,0,10.671,0.012423,-3.1695e-05,0.46534
0.9,-0.07,0,10.677,0.012718,-3.1757e-05,0.39962
0.91667,-0.07,0,10.683,0.012952,-3.1825e-05,0.33388
0.925,-0.07,0,10.686,0.013053,-3.186e-05,0.30094
0.94167,-0.07,0,10.692,0.01323,-3.1936e-05,0.23479
0.95,-0.07,0,10.695,0.013313,-3.1976e-05,0.20155
0.96667,-0.07,0,10.701,0.013485,-3.2053e-05,0.13461
0.975,-0.07,0,10.704,0.013571,-3.2104e-05,0.10093
0.99167,-0.07,0,10.71,0.013774,-3.2312e-05,0.034004
1,-0.07,0,10.713,0.013731,-3.2343e-05,0
0,-0.065,0,10,0,0,7.2983
0.099767,-0.065005,0,10.038,0.017701,-1.9383e-07,6.9199
0.38322,-0.065319,0,10.461,-0.2955,-3.4966e-05,2.5895
0.39156,-0.065326,0,10.551,-0.33292,-3.935e-05,1.6257
0.42497,-0.065365,0,10.993,-0.31881,-4.3237e-05,-3.206
0.43331,-0.065368,0,11.085,-0.26965,-4.187e-05,-4.2313
0.45,-0.065371,0,11.213,-0.14659,-3.8401e-05,-5.634
0.45834,-0.065371,0,11.247,-0.081875,-3.6511e-05,-6.0092
0.46668,-0.065371,0,11.264,-0.019418,-3.4687e-05,-6.1863
0.47502,-0.065369,0,11.264,0.038664,-3.3111e-05,-6.1866
0.48335,-0.065367,0,11.251,0.091025,-3.1982e-05,-6.0336
0.49169,-0.065365,0,11.226,0.13692,-3.1434e-05,-5.7517
0.5417,-0.065348,0,10.937,0.26761,-3.9171e-05,-2.5361
0.55004,-0.065345,0,10.88,0.26589,-4.153e-05,-1.9142
0.6,-0.065,0,10.621,0.15531,-5.3568e-05,0.91601
0.65,-0.065,0,10.565,0.040969,-5.2646e-05,1.5188
0.65833,-0.065,0,10.566,0.031097,-5.16e-05,1.5038
0.68333,-0.065,0,10.576,0.013116,-4.8131e-05,1.3978
0.71667,-0.065,0,10.594,0.0053653,-4.3763e-05,1.2124
0.725,-0.065,0,10.598,0.0049066,-4.2816e-05,1.1664
0.73333,-0.065,0,10.603,0.0047674,-4.1948e-05,1.1213
0.74167,-0.065,0,10.607,0.0048587,-4.1164e-05,1.0775
0.75,-0.065,0,10.611,0.0051107,-4.047e-05,1.0349
0.75833,-0.065,0,10.615,0.00547,-3.9863e-05,0.9935
0.76667,-0.065,0,10.619,0.0058958,-3.9336e-05,0.9533
0.775,-0.065,0,10.622,0.0063574,-3.8872e-05,0.91421
0.78333,-0.065,0,10.626,0.0068324,-3.8473e-05,0.87613
0.8,-0.065,0,10.633,0.0077625,-3.7874e-05,0.80259
0.80833,-0.065,0,10.637,0.0081984,-3.7669e-05,0.76694
0.825,-0.065,0,10.643,0.008987,-3.7402e-05,0.69738
0.85833,-0.065,0,10.656,0.0102,-3.7224e-05,0.56299
0.875,-0.065,0,10.662,0.01064,-3.7218e-05,0.4971
0.9,-0.065,0,10.672,0.011133,-3.7236e-05,0.3988
0.91667,-0.065,0,10.678,0.011378,-3.725e-05,0.33322
0.925,-0.065,0,10.681,0.011482,-3.7257e-05,0.30033
0.94167,-0.065,0,10.687,0.011665,-3.7275e-05,0.23426
0.95,-0.065,0,10.69,0.011748,-3.7287e-05,0.20103
0.96667,-0.065,0,10.697,0.011914,-3.7318e-05,0.13403
0.975,-0.065,0,10.7,0.011997,-3.7348e-05,0.10034
0.99167,-0.065,0,10.707,0.012157,-3.7469e-05,0.033752
1,-0.065,0,10.709,0.01216,-3.7486e-05,0
0,-0.06,0,10,0,0,7.2812
0.36644,-0.060314,0,10.296,-0.23781,-2.8722e-05,4.2841
0.38319,-0.060359,0,10.432,-0.34504,-4.1638e-05,2.8645
0.39154,-0.060371,0,10.528,-0.3926,-4.7635e-05,1.8391
0.39992,-0.060392,0,10.643,-0.42587,-5.1886e-05,0.60105
0.40827,-0.060404,0,10.77,-0.43672,-5.3771e-05,-0.78562
0.42496,-0.060416,0,11.018,-0.37955,-5.2437e-05,-3.532
0.4333,-0.060421,0,11.119,-0.31948,-5.0739e-05,-4.6473
0.44165,-0.060423,0,11.197,-0.24808,-4.8732e-05,-5.5077
0.45,-0.060424,0,11.253,-0.17176,-4.646e-05,-6.1114
0.45834,-0.060424,0,11.286,-0.09538,-4.4028e-05,-6.476
0.46668,-0.060424,0,11.301,-0.022398,-4.1627e-05,-6.6253
0.47502,-0.060422,0,11.298,0.04487,-3.95e-05,-6.5864
0.48336,-0.06042,0,11.28,0.10505,-3.79e-05,-6.388
0.5167,-0.060408,0,11.113,0.26626,-3.8354e-05,-4.5157
0.54171,-0.060397,0,10.935,0.30435,-4.4103e-05,-2.5551
0.55004,-0.060393,0,10.875,0.30199,-4.6547e-05,-1.8889
0.55838,-0.06039,0,10.816,0.29251,-4.9086e-05,-1.2449
0.6,-0.06,0,10.602,0.17132,-6.0374e-05,1.0888
0.60833,-0.06,0,10.581,0.14227,-6.1551e-05,1.3174
0.63333,-0.06,0,10.555,0.071447,-6.2097e-05,1.597
0.65833,-0.06,0,10.558,0.030151,-5.9612e-05,1.5617
0.68333,-0.06,0,10.571,0.010842,-5.6155e-05,1.4222
0.70833,-0.06,0,10.586,0.0037443,-5.2745e-05,1.2665
0.73333,-0.06,0,10.599,0.0023816,-4.982e-05,1.1212
0.74167,-0.06,0,10.604,0.0025403,-4.9002e-05,1.0761
0.75,-0.06,0,10.608,0.0028626,-4.8275e-05,1.0327
0.75833,-0.06,0,10.612,0.0032917,-4.7634e-05,0.99076
0.76667,-0.06,0,10.616,0.0037846,-4.7073e-05,0.95025
0.775,-0.06,0,10.619,0.0043093,-4.6576e-05,0.91101
0.78333,-0.06,0,10.623,0.0048425,-4.6141e-05,0.87291
0.79167,-0.06,0,10.627,0.0053677,-4.5775e-05,0.83581
0.8,-0.06,0,10.63,0.0058731,-4.5478e-05,0.79957
0.80833,-0.06,0,10.633,0.0063513,-4.5248e-05,0.76409
0.825,-0.06,0,10.64,0.0072092,-4.4939e-05,0.69493
0.83333,-0.06,0,10.643,0.0075857,-4.4842e-05,0.66107
0.85,-0.06,0,10.65,0.0082347,-4.4721e-05,0.59435
0.875,-0.06,0,10.659,0.0089731,-4.4634e-05,0.4958
0.88333,-0.06,0,10.662,0.0091653,-4.4613e-05,0.46315
0.9,-0.06,0,10.668,0.0094841,-4.4568e-05,0.39789
0.91667,-0.06,0,10.674,0.0097318,-4.4515e-05,0.3325
0.925,-0.06,0,10.678,0.009835,-4.4487e-05,0.29969
0.94167,-0.06,0,10.684,0.010012,-4.4431e-05,0.23372
0.95,-0.06,0,10.687,0.01009,-4.4407e-05,0.20051
0.96667,-0.06,0,10.693,0.010237,-4.4377e-05,0.13352
0.975,-0.06,0,10.696,0.010307,-4.4378e-05,0.099843
0.99167,-0.06,0,10.703,0.010426,-4.4419e-05,0.033509
1,-0.06,0,10.706,0.010441,-4.4418e-05,0
0,-0.055,0,10,0,0,7.2663
0.074824,-0.055004,0,10.023,0.013508,-1.4296e-07,7.0382
0.099766,-0.055005,0,10.035,0.0152,-1.9348e-07,6.914
0.36639,-0.055326,0,10.261,-0.26632,-3.3059e-05,4.625
0.39152,-0.055415,0,10.499,-0.45767,-5.8735e-05,2.1135
0.39989,-0.055437,0,10.626,-0.50124,-6.4556e-05,0.74537
0.4333,-0.055473,0,11.16,-0.37334,-6.2676e-05,-5.1551
0.44165,-0.055476,0,11.243,-0.28754,-6.032e-05,-6.0649
0.46668,-0.055477,0,11.344,-0.023378,-5.1099e-05,-7.1343
0.47502,-0.055475,0,11.337,0.053559,-4.8201e-05,-7.046
0.48336,-0.055472,0,11.314,0.12178,-4.595e-05,-6.7925
0.4917,-0.05547,0,11.28,0.18075,-4.4529e-05,-6.405
0.50837,-0.055463,0,11.184,0.27071,-4.4174e-05,-5.3341
0.55005,-0.055443,0,10.869,0.34053,-5.3151e-05,-1.8582
0.6,-0.055,0,10.582,0.18705,-6.9293e-05,1.2906
0.60833,-0.055,0,10.562,0.15342,-7.0974e-05,1.5091
0.63333,-0.055,0,10.541,0.073219,-7.2427e-05,1.7205
0.65833,-0.055,0,10.55,0.028219,-7.0182e-05,1.6239
0.68333,-0.055,0,10.567,0.0080005,-6.6735e-05,1.4474
0.70833,-0.055,0,10.583,0.00094302,-6.3234e-05,1.2735
0.73333,-0.055,0,10.597,-0.00015293,-6.0179e-05,1.1205
0.74167,-0.055,0,10.602,9.8235e-05,-5.9318e-05,1.0742
0.75,-0.055,0,10.606,0.00050814,-5.8547e-05,1.0299
0.75833,-0.055,0,10.61,0.0010182,-5.7864e-05,0.98752
0.76667,-0.055,0,10.614,0.0015848,-5.726e-05,0.94674
0.775,-0.055,0,10.618,0.0021756,-5.672e-05,0.90741
0.78333,-0.055,0,10.621,0.0027671,-5.6234e-05,0.86935
0.8,-0.055,0,10.628,0.003893,-5.5481e-05,0.79631
0.80833,-0.055,0,10.632,0.0044091,-5.5216e-05,0.76104
0.825,-0.055,0,10.638,0.0053264,-5.4845e-05,0.69236
0.83333,-0.055,0,10.641,0.0057253,-5.4718e-05,0.65874
0.85,-0.055,0,10.648,0.0064077,-5.454e-05,0.59247
0.875,-0.055,0,10.657,0.0071739,-5.4356e-05,0.4945
0.9,-0.055,0,10.666,0.0076941,-5.4172e-05,0.39702
0.91667,-0.055,0,10.672,0.0079408,-5.4028e-05,0.33183
0.925,-0.055,0,10.675,0.0080419,-5.3951e-05,0.2991
0.94167,-0.055,0,10.682,0.0082116,-5.3799e-05,0.23323
0.95,-0.055,0,10.685,0.0082844,-5.3728e-05,0.20007
0.96667,-0.055,0,10.691,0.0084143,-5.3615e-05,0.13312
0.975,-0.055,0,10.694,0.0084718,-5.3578e-05,0.099472
0.99167,-0.055,0,10.701,0.0085589,-5.3541e-05,0.033331
1,-0.055,0,10.703,0.0085753,-5.3518e-05,0
0,-0.05,0,10,0,0,7.2533
0.074824,-0.050004,0,10.022,0.012248,-1.4284e-07,7.0341
0.099766,-0.050005,0,10.034,0.013909,-1.9337e-07,6.9112
0.38314,-0.050432,0,10.353,-0.45144,-6.1749e-05,3.6386
0.3915,-0.050457,0,10.462,-0.52874,-7.3739e-05,2.4687
0.39985,-0.050476,0,10.604,-0.58629,-8.1824e-05,0.94025
0.4333,-0.050526,0,11.21,-0.4319,-7.8948e-05,-5.7735
0.44165,-0.050529,0,11.299,-0.32916,-7.6329e-05,-6.7319
0.44999,-0.050531,0,11.356,-0.22255,-7.2835e-05,-7.3453
0.45834,-0.050531,0,11.387,-0.11871,-6.8633e-05,-7.6593
0.46668,-0.050529,0,11.393,-0.021942,-6.4271e-05,-7.7188
0.47502,-0.050527,0,11.381,0.065329,-6.0298e-05,-7.568
0.48336,-0.050525,0,11.353,0.14197,-5.7139e-05,-7.2479
0.55005,-0.050492,0,10.863,0.38207,-6.2032e-05,-1.8213
0.56672,-0.05046,0,10.732,0.34684,-6.7886e-05,-0.37376
0.6,-0.05,0,10.558,0.2022,-8.1108e-05,1.5248
0.60833,-0.05,0,10.54,0.16346,-8.3483e-05,1.7291
0.61667,-0.05,0,10.53,0.12848,-8.5135e-05,1.8331
0.63333,-0.05,0,10.527,0.073478,-8.6144e-05,1.8566
0.65833,-0.05,0,10.542,0.025184,-8.4188e-05,1.6895
0.68333,-0.05,0,10.563,0.0044875,-8.0724e-05,1.4728
0.70833,-0.05,0,10.581,-0.0022618,-7.7056e-05,1.2799
0.74167,-0.05,0,10.601,-0.0025896,-7.2834e-05,1.0717
0.75,-0.05,0,10.605,-0.0020728,-7.1992e-05,1.0266
0.75833,-0.05,0,10.609,-0.0014668,-7.1242e-05,0.98374
0.76667,-0.05,0,10.613,-0.00081494,-7.0571e-05,0.94275
0.775,-0.05,0,10.617,-0.00014891,-6.9967e-05,0.90338
0.78333,-0.05,0,10.62,0.00050869,-6.9406e-05,0.8654
0.8,-0.05,0,10.627,0.001742,-6.8525e-05,0.79274
0.80833,-0.05,0,10.631,0.002301,-6.8214e-05,0.75773
0.825,-0.05,0,10.637,0.0032864,-6.7757e-05,0.68958
0.83333,-0.05,0,10.64,0.0037118,-6.7589e-05,0.65623
0.85,-0.05,0,10.646,0.0044346,-6.7326e-05,0.59047
0.875,-0.05,0,10.656,0.005237,-6.6997e-05,0.49312
0.9,-0.05,0,10.665,0.0057724,-6.6634e-05,0.39611
0.91667,-0.05,0,10.671,0.0060207,-6.6353e-05,0.33114
0.925,-0.05,0,10.674,0.0061205,-6.6205e-05,0.29849
0.94167,-0.05,0,10.68,0.0062839,-6.5911e-05,0.23276
0.95,-0.05,0,10.683,0.0063516,-6.5773e-05,0.19964
0.96667,-0.05,0,10.69,0.0064655,-6.5537e-05,0.13277
0.975,-0.05,0,10.693,0.0065118,-6.5446e-05,0.099171
0.99167,-0.05,0,10.7,0.0065715,-6.5315e-05,0.033196
1,-0.05,0,10.702,0.0065857,-6.5262e-05,0
0.39146,-0.045495,0,10.415,-0.60723,-9.4247e-05,2.9314
0.41659,-0.045564,0,10.964,-0.68351,-0.00010573,-3.1301
0.45834,-0.045584,0,11.449,-0.12789,-8.9124e-05,-8.3949
0.48336,-0.045577,0,11.397,0.16501,-7.3234e-05,-7.7585
0.75833,-0.045,0,10.609,-0.0040873,-8.8771e-05,0.97935
0.76667,-0.045,0,10.613,-0.0033363,-8.7979e-05,0.93823
0.8,-0.045,0,10.627,-0.00051131,-8.5447e-05,0.7889
0.825,-0.045,0,10.637,0.0011381,-8.4442e-05,0.68665
0,-0.04,0,10,0,0,7.2322
0.40821,-0.040599,0,10.765,-0.83678,-0.00013965,-0.99248
0.43329,-0.040631,0,11.346,-0.56335,-0.00013551,-7.4406
0.44164,-0.040635,0,11.445,-0.41579,-0.00013395,-8.469
0.46668,-0.040635,0,11.518,-0.0080431,-0.00011237,-9.1358
0.47503,-0.040633,0,11.491,0.10074,-0.00010469,-8.8137
0.48337,-0.04063,0,11.448,0.19427,-9.8474e-05,-8.3209
0.55006,-0.040582,0,10.851,0.47533,-9.2441e-05,-1.7279
0.56673,-0.040536,0,10.695,0.42817,-9.8458e-05,-0.012486
0.61667,-0.04,0,10.486,0.1346,-0.00012648,2.2961
0.63333,-0.04,0,10.497,0.068292,-0.00012901,2.1636
0.65,-0.04,0,10.518,0.028037,-0.00012836,1.9417
0.65833,-0.04,0,10.529,0.015294,-0.00012744,1.8256
0.68333,-0.04,0,10.558,-0.0046535,-0.00012352,1.5205
0.70833,-0.04,0,10.58,-0.0098598,-0.00011902,1.2887
0.71667,-0.04,0,10.586,-0.01005,-0.00011755,1.2252
0.75833,-0.04,0,10.609,-0.0069652,-0.00011135,0.97415
0.76667,-0.04,0,10.613,-0.0061036,-0.00011037,0.93302
0.78333,-0.04,0,10.621,-0.004448,-0.00010854,0.85621
0.80833,-0.04,0,10.631,-0.002327,-0.00010656,0.75032
0.825,-0.04,0,10.637,-0.0012034,-0.00010569,0.6835
0.83333,-0.04,0,10.64,-0.00072684,-0.00010533,0.65078
0.85,-0.04,0,10.646,7.0695e-05,-0.00010469,0.58618
0.85833,-0.04,0,10.649,0.00039894,-0.00010438,0.55414
0.875,-0.04,0,10.655,0.00093377,-0.00010375,0.49026
0.9,-0.04,0,10.664,0.0014886,-0.00010267,0.39428
0.91667,-0.04,0,10.67,0.0017344,-0.00010186,0.3298
0.925,-0.04,0,10.673,0.0018295,-0.00010144,0.29735
0.94167,-0.04,0,10.679,0.0019775,-0.0001006,0.23191
0.95,-0.04,0,10.682,0.0020347,-0.0001002,0.1989
0.96667,-0.04,0,10.688,0.00212,-9.9469e-05,0.13226
0.975,-0.04,0,10.691,0.0021499,-9.9152e-05,0.098785
0.99167,-0.04,0,10.698,0.0021642,-9.8656e-05,0.033043
1,-0.04,0,10.7,0.0021907,-9.8437e-05,0
0,-0.035,0,10,0,0,7.2236
0.3914,-0.035571,0,10.275,-0.79347,-0.0001613,4.3271
0.39979,-0.035609,0,10.488,-0.93317,-0.00018371,2.0184
0.43328,-0.035684,0,11.443,-0.64358,-0.00018923,-8.5822
0.44164,-0.035688,0,11.545,-0.46659,-0.00019009,-9.6133
0.45834,-0.03569,0,11.61,-0.13689,-0.00017395,-10.198
0.46668,-0.035688,0,11.595,0.0027687,-0.00016222,-9.9827
0.47503,-0.035686,0,11.557,0.12363,-0.00015126,-9.5431
0.48337,-0.035682,0,11.505,0.22632,-0.00014203,-8.9392
0.49171,-0.035678,0,11.44,0.31207,-0.00013457,-8.2153
0.5334,-0.035651,0,11.027,0.52986,-0.0001193,-3.656
0.54173,-0.03564,0,10.937,0.53559,-0.00011878,-2.6627
0.55007,-0.035619,0,10.846,0.52874,-0.00011934,-1.6717
0.5584,-0.035596,0,10.758,0.50855,-0.00012112,-0.70351
0.56673,-0.035569,0,10.675,0.47452,-0.00012401,0.21021
0.6,-0.035,0,10.47,0.24201,-0.0001476,2.4706
0.60833,-0.035,0,10.46,0.1838,-0.00015358,2.59
0.61667,-0.035,0,10.461,0.13414,-0.00015804,2.5673
0.625,-0.035,0,10.47,0.093928,-0.00016045,2.4664
0.63333,-0.035,0,10.482,0.062441,-0.00016128,2.3327
0.65833,-0.035,0,10.523,0.0083398,-0.00015969,1.8926
0.68333,-0.035,0,10.556,-0.010268,-0.00015505,1.5409
0.70833,-0.035,0,10.58,-0.014133,-0.00014945,1.2905
0.75,-0.035,0,10.606,-0.01084,-0.00014107,1.0119
0.76667,-0.035,0,10.614,-0.0088771,-0.00013843,0.92725
0.775,-0.035,0,10.617,-0.0079392,-0.0001372,0.88827
0.78333,-0.035,0,10.621,-0.0070535,-0.00013595,0.85098
0.8,-0.035,0,10.627,-0.0054722,-0.00013397,0.78021
0.80833,-0.035,0,10.63,-0.0047827,-0.00013323,0.74624
0.825,-0.035,0,10.636,-0.0036024,-0.00013192,0.6802
0.83333,-0.035,0,10.639,-0.0031061,-0.00013136,0.64784
0.85,-0.035,0,10.645,-0.0022813,-0.00013032,0.58389
0.875,-0.035,0,10.653,-0.0013986,-0.00012874,0.48876
0.9,-0.035,0,10.662,-0.0008394,-0.00012695,0.39334
0.91667,-0.035,0,10.668,-0.00059586,-0.00012562,0.32914
0.925,-0.035,0,10.67,-0.00050297,-0.00012494,0.29679
0.94167,-0.035,0,10.676,-0.00036071,-0.00012358,0.23152
0.95,-0.035,0,10.679,-0.00030687,-0.00012293,0.19858
0.96667,-0.035,0,10.685,-0.00022923,-0.00012174,0.13207
0.975,-0.035,0,10.688,-0.00020056,-0.00012119,0.098675
0.99167,-0.035,0,10.694,-0.00020133,-0.00012033,0.032957
1,-0.035,0,10.696,-0.00014463,-0.0001199,0
0,-0.03,0,10,0,0,7.2164
0.033255,-0.030002,0,10.005,0.0041487,-7.3982e-08,7.1725
0.074823,-0.030004,0,10.02,0.0075466,-1.4179e-07,7.0198
0.099764,-0.030005,0,10.032,0.008869,-1.9255e-07,6.901
0.39137,-0.030605,0,10.168,-0.90631,-0.00021469,5.3909
0.39976,-0.030652,0,10.421,-1.0947,-0.00024834,2.6619
0.55007,-0.03066,0,10.836,0.58648,-0.00015999,-1.6099
0.56674,-0.030605,0,10.648,0.52568,-0.00016008,0.46592
0.6,-0.03,0,10.431,0.25175,-0.00018601,2.8872
0.60833,-0.03,0,10.425,0.18508,-0.00019386,2.9533
0.61667,-0.03,0,10.432,0.12997,-0.00019951,2.8635
0.625,-0.03,0,10.447,0.086594,-0.00020196,2.6982
0.63333,-0.03,0,10.464,0.053492,-0.00020244,2.509
0.64167,-0.03,0,10.482,0.029114,-0.00020214,2.3154
0.65833,-0.03,0,10.516,-0.00010624,-0.0002,1.9566
0.68333,-0.03,0,10.553,-0.016693,-0.00019416,1.5574
0.70833,-0.03,0,10.578,-0.018988,-0.00018705,1.2892
0.75,-0.03,0,10.604,-0.014208,-0.00017621,1.0048
0.775,-0.03,0,10.614,-0.010855,-0.00017096,0.88202
0.78333,-0.03,0,10.618,-0.0098634,-0.00016923,0.84518
0.8,-0.03,0,10.623,-0.00812,-0.00016654,0.77538
0.80833,-0.03,0,10.626,-0.007369,-0.00016548,0.74189
0.825,-0.03,0,10.631,-0.0060945,-0.00016349,0.67676
0.83333,-0.03,0,10.634,-0.0055626,-0.00016259,0.64481
0.85,-0.03,0,10.639,-0.0046834,-0.00016088,0.58158
0.85833,-0.03,0,10.641,-0.0043257,-0.00016004,0.55014
0.875,-0.03,0,10.646,-0.0037488,-0.00015825,0.48729
0.9,-0.03,0,10.653,-0.0031599,-0.00015525,0.39248
0.91667,-0.03,0,10.658,-0.002904,-0.00015305,0.32855
0.925,-0.03,0,10.66,-0.0028065,-0.00015193,0.29631
0.94167,-0.03,0,10.664,-0.0026569,-0.00014973,0.23121
0.95,-0.03,0,10.667,-0.0025997,-0.00014867,0.19834
0.96667,-0.03,0,10.671,-0.0025139,-0.0001467,0.13197
0.975,-0.03,0,10.673,-0.0024741,-0.00014578,0.098656
0.99167,-0.03,0,10.678,-0.0024763,-0.00014428,0.032827
1,-0.03,0,10.679,-0.0023699,-0.00014348,0
0,-0.025,0,10,0,0,7.2102
0.074823,-0.025004,0,10.019,0.0064285,-1.4133e-07,7.0169
0.099764,-0.025005,0,10.031,0.0076372,-1.922e-07,6.8987
0.6,-0.025,0,10.377,0.26034,-0.0002415,3.3748
0.60833,-0.025,0,10.378,0.1839,-0.00025121,3.3651
0.61667,-0.025,0,10.394,0.12267,-0.00025809,3.1863
0.625,-0.025,0,10.416,0.076106,-0.00026006,2.9429
0.63333,-0.025,0,10.439,0.041558,-0.00025946,2.6897
0.64167,-0.025,0,10.462,0.017089,-0.00025809,2.4428
0.65833,-0.025,0,10.502,-0.009988,-0.0002539,2.0142
0.68333,-0.025,0,10.543,-0.023127,-0.00024508,1.5702
0.70833,-0.025,0,10.568,-0.023397,-0.00023489,1.2859
0.75,-0.025,0,10.591,-0.017179,-0.0002194,0.99695
0.775,-0.025,0,10.599,-0.013467,-0.00021157,0.87526
0.78333,-0.025,0,10.601,-0.012395,-0.00020901,0.83894
0.8,-0.025,0,10.604,-0.010526,-0.00020505,0.77023
0.80833,-0.025,0,10.606,-0.0097249,-0.00020335,0.73727
0.825,-0.025,0,10.609,-0.0083679,-0.00020004,0.67312
0.83333,-0.025,0,10.61,-0.0078011,-0.00019851,0.64161
0.85,-0.025,0,10.612,-0.0068603,-0.00019554,0.57915
0.85833,-0.025,0,10.613,-0.0064748,-0.00019404,0.54804
0.875,-0.025,0,10.614,-0.0058461,-0.00019091,0.48576
0.9,-0.025,0,10.616,-0.0051856,-0.00018572,0.39159
0.91667,-0.025,0,10.618,-0.0048842,-0.00018202,0.32796
0.925,-0.025,0,10.618,-0.0047644,-0.00018016,0.29585
0.94167,-0.025,0,10.619,-0.0045705,-0.0001765,0.23093
0.95,-0.025,0,10.619,-0.0044907,-0.00017473,0.19811
0.96667,-0.025,0,10.62,-0.004353,-0.00017139,0.13187
0.975,-0.025,0,10.62,-0.0042775,-0.00016982,0.098634
0.99167,-0.025,0,10.62,-0.0042208,-0.0001669,0.032618
1,-0.025,0,10.62,-0.0040866,-0.00016545,0
0,-0.02,0,10,0,0,7.2052
0.074823,-0.020004,0,10.019,0.0053251,-1.4121e-07,7.0144
0.61667,-0.02,0,10.339,0.11011,-0.0003376,3.5366
0.625,-0.02,0,10.37,0.061573,-0.00033719,3.1991
0.63333,-0.02,0,10.399,0.026658,-0.00033455,2.8744
0.64167,-0.02,0,10.426,0.0027406,-0.00033114,2.5668
0.65833,-0.02,0,10.469,-0.022057,-0.00032256,2.0607
0.68333,-0.02,0,10.508,-0.03125,-0.00030751,1.5745
0.70833,-0.02,0,10.525,-0.028595,-0.00029112,1.2783
0.75,-0.02,0,10.531,-0.019806,-0.00026609,0.98797
0.775,-0.02,0,10.527,-0.015324,-0.00025273,0.86813
0.8,-0.02,0,10.52,-0.011894,-0.00024134,0.76505
0.80833,-0.02,0,10.517,-0.01097,-0.00023808,0.73269
0.825,-0.02,0,10.511,-0.0094045,-0.00023158,0.6696
0.83333,-0.02,0,10.508,-0.0087486,-0.00022855,0.63855
0.85,-0.02,0,10.502,-0.0076524,-0.00022263,0.57689
0.85833,-0.02,0,10.498,-0.0071982,-0.00021965,0.54612
0.875,-0.02,0,10.491,-0.0064459,-0.0002135,0.48441
0.9,-0.02,0,10.481,-0.0056281,-0.00020371,0.39085
0.91667,-0.02,0,10.474,-0.0052377,-0.00019705,0.32751
0.925,-0.02,0,10.471,-0.0050781,-0.00019377,0.2955
0.94167,-0.02,0,10.464,-0.0048133,-0.00018738,0.23074
0.95,-0.02,0,10.461,-0.0047011,-0.00018431,0.19797
0.96667,-0.02,0,10.454,-0.004494,-0.00017849,0.13176
0.975,-0.02,0,10.451,-0.0043898,-0.00017592,0.098522
0.99167,-0.02,0,10.444,-0.0042105,-0.00016986,0.03252
1,-0.02,0,10.442,-0.0041955,-0.00016764,0
0,-0.015,0,10,0,0,7.2012
0.14965,-0.015007,0,10.057,0.0072168,-3.6042e-07,6.6329
0.625,-0.015,0,10.229,0.041337,-0.00038576,3.453
0.63333,-0.015,0,10.259,0.008977,-0.00037925,3.0514
0.64167,-0.015,0,10.283,-0.010953,-0.00037289,2.6836
0.65,-0.015,0,10.301,-0.022797,-0.0003651,2.3641
0.66667,-0.015,0,10.32,-0.033354,-0.00034713,1.8936
0.675,-0.015,0,10.323,-0.034658,-0.00033755,1.7195
0.70833,-0.015,0,10.308,-0.0293,-0.00029887,1.2672
0.775,-0.015,0,10.234,-0.013355,-0.00023528,0.85987
0.80833,-0.015,0,10.197,-0.0085436,-0.00021155,0.72739
0.85,-0.015,0,10.155,-0.0050402,-0.00018739,0.57407
0.88333,-0.015,0,10.128,-0.0035832,-0.00017027,0.45171
0.91667,-0.015,0,10.105,-0.0028756,-0.00015442,0.32649
0.95,-0.015,0,10.087,-0.0026295,-0.00014064,0.19726
1,-0.015,0,10.068,-0.0027739,-0.00012324,0
0,-0.01,0,10,0,0,7.1982
0.016627,-0.010001,0,10.001,0.00081961,-4.4383e-08,7.1889
0.033255,-0.010002,0,10.004,0.0015842,-7.2876e-08,7.1575
0.041568,-0.010002,0,10.006,0.0019344,-8.5973e-08,7.1348
0.074823,-0.010004,0,10.019,0.0031465,-1.4086e-07,7.0103
0.11639,-0.010006,0,10.039,0.0045425,-2.3516e-07,6.808
0.1247,-0.010006,0,10.043,0.0048535,-2.6089e-07,6.7643
0.15796,-0.010008,0,10.061,0.0063661,-4.0198e-07,6.5855
0.625,-0.0099997,0,9.5921,0.020772,-0.00021445,3.6967
0.63333,-0.0099999,0,9.6189,-0.012127,-0.00020783,3.1881
0.64167,-0.01,0,9.6343,-0.02761,-0.00020079,2.7504
0.65,-0.01,0,9.6401,-0.033594,-0.00019134,2.3983
0.65833,-0.01,0,9.6389,-0.035365,-0.0001802,2.1221
0.66667,-0.01,0,9.6333,-0.034927,-0.00016846,1.8995
0.675,-0.01,0,9.625,-0.033094,-0.00015683,1.7163
0.68333,-0.01,0,9.6149,-0.030487,-0.0001457,1.5656
0.70833,-0.01,0,9.5814,-0.021721,-0.00011736,1.2531
0.71667,-0.01,0,9.5705,-0.018997,-0.00010947,1.1794
0.725,-0.01,0,9.5601,-0.016475,-0.00010233,1.1157
0.75,-0.01,0,9.5334,-0.010278,-8.4948e-05,0.96562
0.76667,-0.01,0,9.5197,-0.0072434,-7.5995e-05,0.88659
0.775,-0.01,0,9.5141,-0.0060179,-7.2011e-05,0.85081
0.79167,-0.01,0,9.5051,-0.0040741,-6.5502e-05,0.78404
